materialSampleID,occurrenceID,eventID,eventDate,eventDate2,eventDate3,basisOfRecord,recordedBy,identifiedBy,collectionCode,individualCount,sex,lifeStage,establishmentMeans,degreeOfEstablishment,occurrenceStatus,dateIdentified,identificationRemarks,scientificName,kingdom,taxonRank,nomenclaturalCode
KBIN,ITG:MEMO:M18L0339,ITG:MEMO:EVM18MML042AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,1,"",larva,native,native,present,2018-09-10T23:00:00.000Z,"",Anopheles maculipennis s.l.,Animalia,species,ICZN
M18MM01AR,ITG:MEMO:M18L0340,ITG:MEMO:EVM18MML042AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,13,"",larva,native,native,present,2018-09-10T23:00:00.000Z,"",Anopheles maculipennis s.l.,Animalia,species,ICZN
KBIN,ITG:MEMO:M18L0657,ITG:MEMO:EVM18MML042AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,1,"",larva,native,native,present,2019-01-22T00:00:00.000Z,"",Anopheles maculipennis s.l.,Animalia,species,ICZN
KBIN,ITG:MEMO:M18L0658,ITG:MEMO:EVM18MML042AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,1,"",larva,native,native,present,2019-01-22T00:00:00.000Z,"",Anopheles maculipennis s.l.,Animalia,species,ICZN
KBIN,ITG:MEMO:M18L0659,ITG:MEMO:EVM18MML042AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,1,"",larva,native,native,present,2019-01-16T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M18L0660,ITG:MEMO:EVM18MML042AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,1,"",larva,native,native,present,2019-01-16T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0341,ITG:MEMO:EVM18MML043AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,134,"",larva,native,native,present,2018-09-10T23:00:00.000Z,cemetry vases weg nr zutendaal,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0329,ITG:MEMO:EVM18MML044AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,88,"",larva,native,native,present,2018-09-09T23:00:00.000Z,2plastic 1metal container direct on ethanol,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0330,ITG:MEMO:EVM18MML044AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,7,"",larva,native,native,present,2018-09-09T23:00:00.000Z,too small,Anopheles maculipennis s.l.,Animalia,species,ICZN
M18MM01AR,ITG:MEMO:M18L0368,ITG:MEMO:EVM18MML045AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Isra,ITG:Memo,57,"",larva,native,native,present,2018-08-29T23:00:00.000Z,direct on ethanol plastic container Zutendaal,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0369,ITG:MEMO:EVM18MML046AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,70,"",larva,native,native,present,2018-09-16T23:00:00.000Z,direct on ethanol plastic container volkstuin,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0370,ITG:MEMO:EVM18MML046AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,70,"",larva,native,native,present,2018-09-16T23:00:00.000Z,direct on ethanol plastic container volkstuin,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0371,ITG:MEMO:EVM18MML046AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,70,"",larva,native,native,present,2018-09-16T23:00:00.000Z,direct on ethanol plastic container volkstuin,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0372,ITG:MEMO:EVM18MML046AUG28,2018-08-28/2018-08-28,2018-08-28,2018-08-28,HumanObservation,Isra,Adwine,ITG:Memo,86,"",larva,native,native,present,2018-09-16T23:00:00.000Z,direct on ethanol plastic container volkstuin,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01DR,ITG:MEMO:M18B0381,ITG:MEMO:EVM18MML047SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Katrien,Ko,ITG:Memo,14,"",larva,native,native,present,2018-11-20T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0547,ITG:MEMO:EVM18MML047SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Katrien,Adwine,ITG:Memo,3,"",larva,native,native,present,2018-11-19T00:00:00.000Z,kerkhof genk,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0548,ITG:MEMO:EVM18MML047SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Katrien,Adwine,ITG:Memo,39,"",larva,native,native,present,2018-11-19T00:00:00.000Z,flower pots,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0549,ITG:MEMO:EVM18MML047SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Katrien,Adwine,ITG:Memo,14,"",larva,native,native,present,2018-11-19T00:00:00.000Z,flower pot,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0550,ITG:MEMO:EVM18MML048SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,7,"",larva,native,native,present,2018-11-19T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00056491,ITG:MEMO:EVM18MML049SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Katrien,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
"",ITG:MEMO: 00056501,ITG:MEMO:EVM18MML050SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Katrien,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M18MM01AR,ITG:MEMO:M18L0560,ITG:MEMO:EVM18MML051SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,35,"",larva,native,native,present,2018-12-03T11:00:00.000Z,Zavelweg paardenwei plastic container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00056521,ITG:MEMO:EVM18MML052SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M18MM01AR,ITG:MEMO:M18L0561,ITG:MEMO:EVM18MML053SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,3,"",larva,native,native,present,2018-12-02T23:01:00.000Z,metal container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0562,ITG:MEMO:EVM18MML054SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,70,"",larva,native,native,present,2018-12-03T11:59:00.000Z,plastic container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0563,ITG:MEMO:EVM18MML054SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,30,"",larva,native,native,present,2018-12-03T11:01:00.000Z,plastic container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0564,ITG:MEMO:EVM18MML055SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,2,"",larva,native,native,present,2018-12-03T11:01:00.000Z,already dead 16 tyres,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0565,ITG:MEMO:EVM18MML056SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,25,"",larva,native,native,present,2018-12-03T11:00:00.000Z,plastic sheet,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0566,ITG:MEMO:EVM18MML057SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,2,"",larva,native,native,present,2018-12-03T11:00:00.000Z,metal container,Anopheles maculipennis s.l.,Animalia,species,ICZN
M18MM01AR,ITG:MEMO:M18L0567,ITG:MEMO:EVM18MML058SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,9,"",larva,native,native,present,2018-12-03T11:00:00.000Z,24 tyres,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0568,ITG:MEMO:EVM18MML059SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Ingrid,Adwine,ITG:Memo,64,"",larva,native,native,present,2018-12-03T11:00:00.000Z,cemetry vases 120,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0545,ITG:MEMO:EVM18MML060SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,Adwine,ITG:Memo,4,"",larva,native,native,present,2018-11-19T00:00:00.000Z,kattenstaartstraat 43 direct on ethanol plastic conainer,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0546,ITG:MEMO:EVM18MML060SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,Adwine,ITG:Memo,9,"",larva,native,native,present,2018-11-19T00:00:00.000Z,kattestaartstraat 43 plastic container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00056631,ITG:MEMO:EVM18MML061SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M18MM01AR,ITG:MEMO:M18L0540,ITG:MEMO:EVM18MML062SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,Adwine,ITG:Memo,57,"",larva,native,native,present,2018-11-19T00:00:00.000Z,already dead plastic container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0541,ITG:MEMO:EVM18MML063SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,Adwine,ITG:Memo,3,"",larva,native,native,present,2018-11-19T00:00:00.000Z,direct on ethanol metal container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0542,ITG:MEMO:EVM18MML064SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,Adwine,ITG:Memo,11,"",larva,native,native,present,2018-11-19T00:00:00.000Z,plastic container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18MM01AR,ITG:MEMO:M18L0543,ITG:MEMO:EVM18MML065SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,Adwine,ITG:Memo,2,"",larva,native,native,present,2018-11-19T00:00:00.000Z,Direct on ethanol metal container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00056681,ITG:MEMO:EVM18MML066SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M18MM01AR,ITG:MEMO:M18L0544,ITG:MEMO:EVM18MML067SEP25,2018-09-25/2018-09-25,2018-09-25,2018-09-25,HumanObservation,Isra,Adwine,ITG:Memo,27,"",larva,native,native,present,2018-11-19T00:00:00.000Z,metal container,Culex pipiens/torrentium,Animalia,species aggregate,ICZN
"",ITG:MEMO: 00056701,ITG:MEMO:EVM18MML068DEC04,2018-12-04/2018-12-04,2018-12-04,2018-12-04,HumanObservation,Anna,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M18VP01DR,ITG:MEMO:M18B0137,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,15,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0138,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,15,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0139,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,15,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0140,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,6,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0141,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,8,male,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0142,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,6,male,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0143,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,15,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0144,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,16,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0145,ITG:MEMO:EVM18VPB015JUL20,2018-07-20/2018-08-03,2018-07-20,2018-08-03,HumanObservation,Ingrid,Katrien,ITG:Memo,15,male,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0046,ITG:MEMO:EVM18VPB015JUN08,2018-06-08/2018-06-22,2018-06-08,2018-06-22,HumanObservation,Isra,Katrien,ITG:Memo,1,male,adult,native,native,present,2018-07-29T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0047,ITG:MEMO:EVM18VPB015JUN08,2018-06-08/2018-06-22,2018-06-08,2018-06-22,HumanObservation,Isra,Katrien,ITG:Memo,22,female,adult,native,native,present,2018-07-29T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0056,ITG:MEMO:EVM18VPB015JUN22,2018-06-22/2018-07-06,2018-06-22,2018-07-06,HumanObservation,Katrien,Katrien,ITG:Memo,3,male,adult,native,native,present,2018-07-29T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0057,ITG:MEMO:EVM18VPB015JUN22,2018-06-22/2018-07-06,2018-06-22,2018-07-06,HumanObservation,Katrien,Katrien,ITG:Memo,34,female,adult,native,native,present,2018-07-29T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0015,ITG:MEMO:EVM18VPB015MEI14,2018-05-14/2018-05-25,2018-05-14,2018-05-25,HumanObservation,Anna,Katrien,ITG:Memo,7,female,adult,native,native,present,2018-05-30T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0016,ITG:MEMO:EVM18VPB015MEI14,2018-05-14/2018-05-25,2018-05-14,2018-05-25,HumanObservation,Anna,Katrien,ITG:Memo,1,female,adult,native,native,present,2018-05-30T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0024,ITG:MEMO:EVM18VPB015MEI25,2018-05-25/2018-06-08,2018-05-25,2018-06-08,HumanObservation,Anna,Katrien,ITG:Memo,22,female,adult,native,native,present,2018-06-19T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0025,ITG:MEMO:EVM18VPB015MEI25,2018-05-25/2018-06-08,2018-05-25,2018-06-08,HumanObservation,Anna,Katrien,ITG:Memo,1,male,adult,native,native,present,2018-06-19T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18Molec01DR,ITG:MEMO:M18B0026,ITG:MEMO:EVM18VPB015MEI25,2018-05-25/2018-06-08,2018-05-25,2018-06-08,HumanObservation,Anna,Katrien,ITG:Memo,1,male,adult,native,native,present,2018-06-19T23:00:00.000Z,C6 NIET ZEKER,Aedes geniculatus,Animalia,species,ICZN
M18VP01DR,ITG:MEMO:M18B0349,ITG:MEMO:EVM18VPB015OKT12,2018-10-12/2018-10-26,2018-10-12,2018-10-26,HumanObservation,Anna,Katrien,ITG:Memo,5,male,adult,native,native,present,2018-11-13T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0350,ITG:MEMO:EVM18VPB015OKT12,2018-10-12/2018-10-26,2018-10-12,2018-10-26,HumanObservation,Anna,Katrien,ITG:Memo,15,female,adult,native,native,present,2018-11-13T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0353,ITG:MEMO:EVM18VPB015OKT12,2018-10-12/2018-10-26,2018-10-12,2018-10-26,HumanObservation,Anna,Katrien,ITG:Memo,11,female,adult,native,native,present,2018-11-13T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0354,ITG:MEMO:EVM18VPB015OKT12,2018-10-12/2018-10-26,2018-10-12,2018-10-26,HumanObservation,Anna,Katrien,ITG:Memo,1,female,adult,native,native,present,2018-11-13T00:00:00.000Z,"",Culiseta annulata,Animalia,species,ICZN
M18VP01DR,ITG:MEMO:M18B0355,ITG:MEMO:EVM18VPB015OKT26,2018-10-26/2018-11-09,2018-10-26,2018-11-09,HumanObservation,Ingrid,Katrien,ITG:Memo,11,female,adult,native,native,present,2018-11-13T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0356,ITG:MEMO:EVM18VPB015OKT26,2018-10-26/2018-11-09,2018-10-26,2018-11-09,HumanObservation,Ingrid,Katrien,ITG:Memo,3,male,adult,native,native,present,2018-11-13T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0280,ITG:MEMO:EVM18VPB015SEP14,2018-09-14/2018-09-28,2018-09-14,2018-09-28,HumanObservation,Ingrid,Katrien,ITG:Memo,13,female,adult,native,native,present,"","",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0281,ITG:MEMO:EVM18VPB015SEP14,2018-09-14/2018-09-28,2018-09-14,2018-09-28,HumanObservation,Ingrid,Katrien,ITG:Memo,14,female,adult,native,native,present,"","",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0282,ITG:MEMO:EVM18VPB015SEP14,2018-09-14/2018-09-28,2018-09-14,2018-09-28,HumanObservation,Ingrid,Katrien,ITG:Memo,4,male,adult,native,native,present,"","",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0300,ITG:MEMO:EVM18VPB015SEP28,2018-09-28/2018-10-12,2018-09-28,2018-10-12,HumanObservation,Ingrid,Katrien,ITG:Memo,7,male,adult,native,native,present,2018-11-08T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18VP01DR,ITG:MEMO:M18B0301,ITG:MEMO:EVM18VPB015SEP28,2018-09-28/2018-10-12,2018-09-28,2018-10-12,HumanObservation,Ingrid,Katrien,ITG:Memo,17,female,adult,native,native,present,2018-11-08T00:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18EU01DR,ITG:MEMO:M18M0242,ITG:MEMO:EVM18EUM004AUG09,2018-08-09/2018-08-23,2018-08-09,2018-08-23,HumanObservation,Ingrid,Katrien,ITG:Memo,5,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18EU01DR,ITG:MEMO:M18M0243,ITG:MEMO:EVM18EUM004AUG09,2018-08-09/2018-08-23,2018-08-09,2018-08-23,HumanObservation,Ingrid,Isra,ITG:Memo,1,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Anopheles maculipennis s.l.,Animalia,species,ICZN
M18EU01DR,ITG:MEMO:M18M0244,ITG:MEMO:EVM18EUM004AUG09,2018-08-09/2018-08-23,2018-08-09,2018-08-23,HumanObservation,Ingrid,Katrien,ITG:Memo,3,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culiseta annulata,Animalia,species,ICZN
M18EU01DR,ITG:MEMO:M18M0667,ITG:MEMO:EVM18EUM004AUG09,2018-08-09/2018-08-23,2018-08-09,2018-08-23,HumanObservation,Ingrid,Isra,ITG:Memo,1,female,adult,native,native,present,"","",Anopheles claviger,Animalia,species,ICZN
"",ITG:MEMO: 00057041,ITG:MEMO:EVM18EUM004AUG23,2018-08-23/2018-09-06,2018-08-23,2018-09-06,HumanObservation,Anna,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
M18EU01DR,ITG:MEMO:M18M0318,ITG:MEMO:EVM18EUM004JUL12,2018-07-12/2018-07-26,2018-07-12,2018-07-26,HumanObservation,Anna,Katrien,ITG:Memo,4,female,adult,native,native,present,2018-09-03T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18Molec03DR,ITG:MEMO:M18M0325,ITG:MEMO:EVM18EUM004JUL12,2018-07-12/2018-07-26,2018-07-12,2018-07-26,HumanObservation,Anna,Katrien,ITG:Memo,1,female,adult,introduced,established,present,2018-09-03T23:00:00.000Z,A1 ONLY ABDOMEN PARTS,Aedes japonicus,Animalia,species,ICZN
M18EXOT01DR,ITG:MEMO:M18M0326,ITG:MEMO:EVM18EUM004JUL12,2018-07-12/2018-07-26,2018-07-12,2018-07-26,HumanObservation,Anna,Katrien,ITG:Memo,1,female,adult,introduced,established,present,2018-09-03T23:00:00.000Z,"",Aedes japonicus,Animalia,species,ICZN
M18EU01DR,ITG:MEMO:M18M0238,ITG:MEMO:EVM18EUM004JUL26,2018-07-26/2018-08-09,2018-07-26,2018-08-09,HumanObservation,Ingrid,Katrien,ITG:Memo,1,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culiseta annulata,Animalia,species,ICZN
M18EU01DR,ITG:MEMO:M18M0239,ITG:MEMO:EVM18EUM004JUL26,2018-07-26/2018-08-09,2018-07-26,2018-08-09,HumanObservation,Ingrid,Katrien,ITG:Memo,3,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Coquillettidia richiardii,Animalia,species,ICZN
M19Molec06DR,ITG:MEMO:M18M0240_1,ITG:MEMO:EVM18EUM004JUL26,2018-07-26/2018-08-09,2018-07-26,2018-08-09,HumanObservation,Ingrid,Katrien,ITG:Memo,2,female,adult,introduced,native,present,2018-08-27T23:00:00.000Z,B8 AN MAC,Anopheles maculipennis,Animalia,species,ICZN
M19Molec06DR,ITG:MEMO:M18M0240_2,ITG:MEMO:EVM18EUM004JUL26,2018-07-26/2018-08-09,2018-07-26,2018-08-09,HumanObservation,Ingrid,Katrien,ITG:Memo,2,female,adult,introduced,native,present,2018-08-27T23:00:00.000Z,C1 AN MAC,Anopheles maculipennis,Animalia,species,ICZN
M18EU01DR,ITG:MEMO:M18M0241,ITG:MEMO:EVM18EUM004JUL26,2018-07-26/2018-08-09,2018-07-26,2018-08-09,HumanObservation,Ingrid,Katrien,ITG:Memo,5,female,adult,native,native,present,2018-08-27T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
KBIN,ITG:MEMO:M18M0638,ITG:MEMO:EVM18EUM004JUL26,2018-07-26/2018-08-09,2018-07-26,2018-08-09,HumanObservation,Ingrid,Katrien,ITG:Memo,1,female,adult,native,native,present,2019-02-18T00:00:00.000Z,"",Coquillettidia richiardii,Animalia,species,ICZN
KBIN,ITG:MEMO:M18M0643,ITG:MEMO:EVM18EUM004JUL26,2018-07-26/2018-08-09,2018-07-26,2018-08-09,HumanObservation,Ingrid,Katrien,ITG:Memo,1,female,adult,native,native,present,2019-02-18T00:00:00.000Z,"",Coquillettidia richiardii,Animalia,species,ICZN
M18EU01DR,ITG:MEMO:M18M0190,ITG:MEMO:EVM18EUM004JUN14,2018-06-14/2018-06-28,2018-06-14,2018-06-28,HumanObservation,Ingrid,Katrien,ITG:Memo,1,male,adult,native,native,present,2018-08-06T23:00:00.000Z,"",Culex pipiens/torrentium,Animalia,species aggregate,ICZN
M18EU01DR,ITG:MEMO:M18M0191,ITG:MEMO:EVM18EUM004JUN14,2018-06-14/2018-06-28,2018-06-14,2018-06-28,HumanObservation,Ingrid,Katrien,ITG:Memo,1,female,adult,native,native,present,2018-08-06T23:00:00.000Z,"",Culiseta annulata,Animalia,species,ICZN
"",ITG:MEMO: 00057171,ITG:MEMO:EVM18EUM004JUN28,2018-06-28/2018-07-12,2018-06-28,2018-07-12,HumanObservation,Anna,"",ITG:Memo,0,"","","","",absent,"","",Culicidae,Animalia,species,ICZN
